serial,firm,permission_date,permission_date_raw,permission_no,drug_name,indication,dosage_form,permission_type,source_name,source_url,out_of_scope,out_of_scope_reason,retrieved_utc
33,M/s Bristol- Myers Squibb India Pvt. Ltd.,2022-01-12,12-01-2022,IMP/BIO/22/000002,Luspatercept,"Myelodysplastic syndromes (MDS): Luspatercept is indicated for the treatment of adult patients with transfusion-dependent anaemia due to very low, low and intermediate- risk myelodysplastic syndromes (MDS) with ring sideroblasts, who had an unsatisfactory response to or are ineligible for erythropoietin- based therapy. β-thalassemia: Luspatercept is indicated for the treatment of adult patients with transfusion-dependent anaemia associated with beta- thalassaemia.",Lyophilized Powder for solution for injection in vial. Strength: 25 mg and 75 mg,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
34,M/s Cipla Limited,2022-02-04,04-02-2022,IMP/BIO/22/000006,Dulaglutide,"Dulaglutide is a glucagon-like peptide-1 (GLP-1) receptor agonist indicated: 1. as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. 2. to reduce the risk of major adverse cardiovascular events (cardiovascular death, non-fatal myocardial infarction, or non-fatal stroke) in adults with type 2 diabetes mellitus who have established cardiovascular disease or multiple cardiovascular risk factors.",Dosage Form: Solution for Injection Strength: 0.75 mg/0.5 ml in Prefilled Pen and 1.5 mg/0.5 ml,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
35,"M/s Johnson & Johnson Pvt. Ltd.,",2017-01-02,02-01-2017,IMP-223/2016,Daratumumab,"1. In combination with lenalidomide and dexamethasone or with bortezomib, melphalan and prednisone for the treatment of adult patients with newly diagnosed multiple myeloma who are ineligible for autologous stem cell transplant. 2. For the treatment of patients with relapsed and refractory multiple myeloma, whose prior therapy included a proteasome inhibitor and an immunomodulatory agent. 3. In combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received at least one prior therapy (indication approved on 08.02.2022). 4. As monotherapy for the treatment of adult patients with relapsed and refractory multiple myeloma, whose prior therapy included a proteasome inhibitor and an immunomodulatory agent and who have demonstrated disease progression on the last therapy (indication approved on 08.02.2022).",Concentrate for solution for infusion Strength: 20 mg/mL,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,daratumumab is an oncology molecule,2026-08-05T12:34:01+00:00
36,M/s Eli Lilly and Company (India) Pvt. Ltd.,2022-02-07,07-02-2022,IMP/BIO/22/00 0012,Ixekizumab,"1. Psoriatic Arthritis: Ixekizumab, is indicated for the treatment of adult patients with active psoriatic arthritis., 2. Plaque Psoriasis: Ixekizumab is indicated for the treatment of adult patients with moderate-to severe plaque psoriasis who are candidates for systemic therapy or phototherapy",Solution for Injection in Prefilled Autoinjector and Prefilled Syringe Strength: 80 mg/mL,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
37,M/s Johnson & Johnson Pvt. Ltd.,2022-02-08,08-02-2022,IMP/BIO/22/000013,Amivantamab,Treatment of patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with activating epidermal-growth factor receptor (EGFR) Exon 20 insertion mutations whose disease has progressed on or after platinum- based chemo- therapy.,Liquid concentrate for infusion Strength: 50 mg/mL,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,indication names metastatic,2026-08-05T12:34:01+00:00
38,M/s Cipla Limited,2022-02-07,07-02-2022,IMP/BIO/22/000011,Recombinant Human Follicle stimulating Hormone solution for injection I.P.,Treatment of female infertility,"Solution for injection Strengths: 75IU/ 0.15mL, 150 IU/0.3mL, 225 IU/0.45mL, 300 IU/0.6mL Solution for injection in prefilled syringe",import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
39,M/s GlaxoSmithKlin e Pharmaceutical s Limited,2018-06-12,12-06-2018,IMP147/2018,Mepolizumab,Eosinophilic granulomatosis with polyangiitis (EGPA) Mepolizumab is indicated as an add-on treatment for adult patients with relapsingremitting or refractory eosinophilic granulomatosis with polyangiitis (EGPA). Hypereosinophilic syndrome (HES) Mepolizumab is indicated as an add-on treatment for adult patients with inadequately controlled hypereosinophilic syndrome without an identifiable nonhaematologic secondary cause (additional indication approved on 15.03.2022),Solution for injection in pre-filled pen (auto- injector) or pre-filled syringe (safety syringe) Strength:100 mg/mL,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
40,M/s Johnson & Johnson Pvt. Ltd.,2022-03-10,10-03-2022,IMP/BIO/22/000020,Ustekinumab,"Ustekinumab is indicated for:  Inducing and maintaining clinical response,  Inducing and maintaining clinical remission,  Eliminating corticosteroid use,  Inducing endoscopic healing,  Improving health-related quality of life in adults with moderately to severely active Crohn’s disease who:  have failed or were intolerant to immunomodulators or corticosteroids or  were corticosteroid dependent or  have failed or were intolerant to one or more anti-TNF treatment","1. Concentrate solution for IV infusion in single use vial; Strength: 130 mg/ 26 ml, 2. Solution for injection (Sub cutaneous) in pre- filled syringe; Strength: 45 mg/0.5 ml, Strength: 90 mg/ml",import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
41,M/s Novo Nordisk India Pvt. Ltd.,2022-04-20,20-04-2022,IMP/BIO/22/000031,Semaglutide,"It is indicated as an adjunct to a reduced calorie diet and increased physical activity for chronic weight management in adults with an initial body mass index (BMI) of 2  30 kg/m or greater (obesity) or 2  27 kg/m or greater (overweight) in the presence of at least one weight-related comorbid condition (e.g., hypertension, type 2 diabetes mellitus, or dyslipidemia) Limitations of Use:  It contains semaglutide and should not be co- administered with other semaglutide containing products or with any other GLP-1 receptor agonist.  The safety and effectiveness of semaglutide in combination with other products intended for weight loss, including prescription drugs, over-the- counter drugs, and herbal preparations, have not been established.  It has not been studied in patients with a history of pancreatitis.","Solution for injection (in prefilled pen (Single dose Pen injector) Strength: Each pre- filled pen contains 1. 0.25 mg Semaglutide in 0.5 mL, 2. 0.5 mg semaglutide in 0.5 mL, 3. 1.0 mg semaglutide in 0.5 mL, 4. 1.7 mg semaglutide in 0.75 mL and, 5. 2.4 mg semaglutide in 0.75 mL",import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
42,M/s Takeda Pharmaceutical s India Pvt. Ltd.,2022-07-26,26-07-2022,IMP/BIO/22/000053,Vedolizumab,"Vedolizumab 108mg is indicated as only for maintenance treatment by subcutaneous route once every 2 weeks, following at least 2 intravenous infusions (Vedolizumab IV 300 mg), for the following indications: Ulcerative colitis Vedolizumab is indicated for the treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with lost response to or were intolerant to either conventional therapy or a tumor necrosis factor-alpha (TNFα) antagonist. Crohn’s disease Vedolizumab is indicated for the treatment of adult patients with moderately to severely active Crohn’s disease who have had an inadequate response with lost response to or were intolerant to either conventional therapy or a tumor necrosis factor- alpha (TNFα) antagonist",Solution for injection in Pre-filled syringe with Needle safety device & Pre-filled syringe with Autoinjector Strength: 108 mg,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,indication names tumor,2026-08-05T12:34:01+00:00
43,M/s Pfizer Products India Private Limited,2022-08-12,12-08-2022,IMP/BIO/22/000055,Somatrogon,Indicated for the treatment of children and adolescents from 3 years of age with growth disturbance due to insufficient secretion of growth hormone,Solution for injection Strength: Each Prefilled pen contains: 1. 24mg/mL and. 2. 60mg/1.2mL solution for injection in prefilled pen.,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
44,M/s Novo Nordisk India Pvt. Ltd.,2022-10-17,17-10-2022,IMP/BIO/22/000068,Semaglutide,"It is indicated as an adjunct to a reduced calorie diet and increased physical activity for chronic weight management in adults with an initial body mass index (BMI) of 1. 30 kg/m2 or greater (obesity) or 2. 27 kg/m2 or greater (overweight) in the presence of at least one weight-related comorbid condition (e.g., hypertension, type 2 diabetes mellitus, or dyslipidemia) Limitations of Use: 1. It contains semaglutide and should not be co- administered with other semaglutide containing products or with any other GLP-1 receptor agonist. 2. The safety and effectiveness of semaglutide in combination with other products intended for weight loss, including prescription drugs, over-the- counter drugs, and herbal preparations, have not been established. 3. It has not been studied in patients with a history of pancreatitis.",Solution for Injection in Prefilled Pen Strength: 0.25mg/0.5mg/1mg/1.7mg/ 2.4mg,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
45,M/s Bristol- Myers Squibb India Pvt. Ltd.,2022-11-02,02-11-2022,IMP-88/2016,Nivolumab,"1. Nivolumab as a single agent is indicated for the treatment of locally advanced or metastatic non- small cell lung cancer (NSCLC) after prior chemotherapy. 2. Nivolumab as a single agent is indicated for the treatment of patients with advanced renal cell carcinoma (RCC) after prior therapy in adults 3. Nivolumab as monotherapy is indicated for the treatment of recurrent or metastatic squamous cell carcinoma of the head and neck after platinum based therapy 4. Nivolumab as a single agent is indicated for the treatment of patients with BRAF V600 wildtype unresectable or metastatic melanoma 5. Nivolumab as a single agent is indicated for the treatment of patients with BRAF V600 mutation positive unresectable or metastatic melanoma 6. Nivolumab is indicated for the treatment of adult patients with classical Hodgkin lymphoma (cHL) that has relapsed or progressed after:  autologous hematopoietic stem cell transplantation (HSCT) and brentuximab vedotin, or  3 or more lines of systemic therapy that includes autologous HSCT. 7. Nivolumab is indicated for the treatment of patients with locally advanced or metastatic urothelial carcinoma who:  have disease progression during or following platinum containing chemotherapy.  have disease progression within 12 months of neoadjuvant or adjuvant treatment with platinum containing chemotherapy 8. Nivolumab as monotherapy is indicated for the treatment of adult and pediatric (12 years and older) pati ents with microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) metastatic colorectal cancer (CRC) that has progressed following treatment with a fluoropyrimidine, oxaliplatin, and irinotecan 9. Nivolumab is indicated for the treatment of patients with melanoma with lymph node involvement or metastatic disease who have undergone complete resection, in the adjuvant settings 10. Nivolumab is indicated for treatment of patients with intermediate or poor risk, previously untreated advanced renal cell carcinoma, in combination with Ipilimumab",Concentrate for solution for infusion in vial Strength: 240 mg in vial (10 mg/ml),import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,nivolumab is an oncology molecule,2026-08-05T12:34:01+00:00
46,M/s MSD Pharmaceutical s Private Limited,2022-11-25,25-11-2022,IMP-093/2016,Pembrolizumab,"1. Cervical Cancer: Pembrolizumab, in combination with chemotherapy with or without Bevacizumab, is indicated for the treatment of persistent, recurrent, or metastatic cervical cancer in adults whose tumours express PD-L1 with a CPS 1. 2. Esophageal Cancer: Pembrolizumab, in combination with platinum and Fluoropyrimidine- based chemotherapy, is indicated for the first-line treatment of locally advanced unresectable or metastatic carcinoma of the esophagus or HER-2 negative gastroesophageal junction adenocarcinoma, in adults whose tumours express PD-L1 with a CPS 10",Solution for infusion Strength: 100 mg/4mL (25 mg/ml),import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,pembrolizumab is an oncology molecule,2026-08-05T12:34:01+00:00
47,M/s Sandoz Private Limited,2022-12-13,13-12-2022,IMP/BIO/20/000056,Brolucizumab,Indicated for the treatment of DME (Diabetic Macular Edema),Solution for injection in vial + filter needle Strength: 120 mg/ml,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
